,Invoice_No.,Date,Model_ID,Model_x,Region,Make,Model_y,Variant,Ex-Showroom_Price,Displacement,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Power,Torque,Odometer,Speedometer,Doors
2348,4657,2021-07-19,1224,Tata Zest Xms Diesel,Delhi,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,20 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,5.0
2349,4126,2021-08-16,1224,Tata Zest Xms Diesel,Maharashtra,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,20 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,5.0
2350,4745,2021-10-24,1224,Tata Zest Xms Diesel,Karnataka,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,20 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,5.0
2351,3517,2021-11-27,1224,Tata Zest Xms Diesel,Maharashtra,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,20 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,5.0
2352,5354,2021-12-04,1224,Tata Zest Xms Diesel,Rajasthan,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,20 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,5.0
2353,4718,2021-03-13,1206,Tata Altroz Xz (O) Petrol,Haryana,Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",1199 cc,BS 6,Petrol,Hatchback,,18 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",5.0
2354,3213,2021-05-29,1206,Tata Altroz Xz (O) Petrol,Haryana,Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",1199 cc,BS 6,Petrol,Hatchback,,18 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",5.0
2355,4096,2021-08-06,1206,Tata Altroz Xz (O) Petrol,Bihar,Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",1199 cc,BS 6,Petrol,Hatchback,,18 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,"Analog, Digital",5.0
2356,2924,2021-03-13,1418,Kia Seltos Htk 1.5,Tamil Nadu,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2357,5046,2021-04-12,1418,Kia Seltos Htk 1.5,Uttar Pradesh,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2358,2650,2021-04-20,1418,Kia Seltos Htk 1.5,Delhi,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2359,3258,2021-06-10,1418,Kia Seltos Htk 1.5,Uttar Pradesh,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2360,3705,2021-08-11,1418,Kia Seltos Htk 1.5,Uttar Pradesh,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2361,3523,2021-10-11,1418,Kia Seltos Htk 1.5,Uttar Pradesh,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2362,3879,2021-10-16,1418,Kia Seltos Htk 1.5,Madhya Pradesh,Kia,Seltos,Htk 1.5,"Rs. 10,29,000",1497 cc,BS 6,Petrol,SUV,,,115PS@6300rpm,144Nm@4500 rpm,Digital,Analog,5.0
2363,4079,2021-03-14,1108,Toyota Etios Cross Vd,Haryana,Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,BS IV,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5.0
2364,3615,2021-04-24,1108,Toyota Etios Cross Vd,West Bengal,Toyota,Etios Cross,Vd,"Rs. 7,97,500",1364 cc,BS IV,Diesel,Hatchback,18.1 km/litre,22.5 km/litre,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,5.0
2365,3643,2021-03-14,1157,Toyota Land Cruiser Prado Vx L,Madhya Pradesh,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,BS IV,Diesel,SUV,7 km/litre,11 km/litre,173PS@3400rpm,410Nm@1600-2800rpm,Digital,Analog,5.0
2366,4425,2021-08-01,1157,Toyota Land Cruiser Prado Vx L,Delhi,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,BS IV,Diesel,SUV,7 km/litre,11 km/litre,173PS@3400rpm,410Nm@1600-2800rpm,Digital,Analog,5.0
2367,4697,2021-11-02,1157,Toyota Land Cruiser Prado Vx L,Tamil Nadu,Toyota,Land Cruiser Prado,Vx L,"Rs. 96,30,000",2982 cc,BS IV,Diesel,SUV,7 km/litre,11 km/litre,173PS@3400rpm,410Nm@1600-2800rpm,Digital,Analog,5.0
2368,3185,2021-03-14,1050,Toyota Etios Liva Dual Tone Vx,Haryana,Toyota,Etios Liva,Dual Tone Vx,"Rs. 6,41,700",1197 cc,BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5.0
2369,4045,2021-03-14,1375,Toyota Land Cruiser Vx,Madhya Pradesh,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2370,4472,2021-04-13,1375,Toyota Land Cruiser Vx,West Bengal,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2371,2722,2021-06-01,1375,Toyota Land Cruiser Vx,Karnataka,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2372,3812,2021-07-12,1375,Toyota Land Cruiser Vx,Karnataka,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2373,5447,2021-08-16,1375,Toyota Land Cruiser Vx,Andhra Pradesh,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2374,3609,2021-09-16,1375,Toyota Land Cruiser Vx,Delhi,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2375,5032,2021-09-17,1375,Toyota Land Cruiser Vx,Haryana,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2376,3245,2021-10-02,1375,Toyota Land Cruiser Vx,Rajasthan,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2377,2997,2021-10-14,1375,Toyota Land Cruiser Vx,Karnataka,Toyota,Land Cruiser,Vx,"Rs. 1,46,99,000",4461 cc,BS IV,Diesel,SUV,5.3 km/litre,9 km/litre,265PS@3400rpm,650Nm@1600-2600rpm,Digital,Analog,5.0
2378,5055,2021-03-15,1306,Tata Hexa Xt 4X4,Tamil Nadu,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2379,2645,2021-03-30,1306,Tata Hexa Xt 4X4,West Bengal,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2380,3069,2021-04-26,1306,Tata Hexa Xt 4X4,Haryana,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2381,4652,2021-07-22,1306,Tata Hexa Xt 4X4,Karnataka,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2382,4381,2021-07-22,1306,Tata Hexa Xt 4X4,Haryana,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2383,3210,2021-08-02,1306,Tata Hexa Xt 4X4,Haryana,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2384,4110,2021-10-04,1306,Tata Hexa Xt 4X4,Uttar Pradesh,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,5.0
2385,3001,2021-03-15,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,West Bengal,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2386,5347,2021-06-19,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,Maharashtra,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2387,2783,2021-08-14,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,Karnataka,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2388,2797,2021-10-14,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,Maharashtra,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2389,2711,2021-11-01,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,Karnataka,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2390,4870,2021-11-18,1282,Hyundai Verna 1.6 Vtvt Sx(O) At,Uttar Pradesh,Hyundai,Verna,1.6 Vtvt Sx(O) At,"Rs. 12,87,999",1591 cc,BS IV,Petrol,Sedan,,,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,4.0
2391,3919,2021-03-16,1248,Tata Nexon Xz Plus (O) Diesel,Rajasthan,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2392,4295,2021-04-06,1248,Tata Nexon Xz Plus (O) Diesel,Madhya Pradesh,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2393,3409,2021-06-16,1248,Tata Nexon Xz Plus (O) Diesel,Karnataka,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2394,4664,2021-06-26,1248,Tata Nexon Xz Plus (O) Diesel,Haryana,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2395,5230,2021-07-11,1248,Tata Nexon Xz Plus (O) Diesel,West Bengal,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2396,3721,2021-10-06,1248,Tata Nexon Xz Plus (O) Diesel,Tamil Nadu,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2397,3110,2021-12-23,1248,Tata Nexon Xz Plus (O) Diesel,Tamil Nadu,Tata,Nexon,Xz Plus (O) Diesel,"Rs. 11,90,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2398,3748,2021-03-16,1130,Audi A4 Technology 35 Tfsi,Maharashtra,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,BS IV,Petrol,Sedan,,,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,4.0
2399,4947,2021-03-27,1130,Audi A4 Technology 35 Tfsi,Uttar Pradesh,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,BS IV,Petrol,Sedan,,,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,4.0
2400,3608,2021-05-01,1130,Audi A4 Technology 35 Tfsi,Haryana,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,BS IV,Petrol,Sedan,,,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,4.0
2401,2801,2021-09-23,1130,Audi A4 Technology 35 Tfsi,Haryana,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,BS IV,Petrol,Sedan,,,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,4.0
2402,4536,2021-11-06,1130,Audi A4 Technology 35 Tfsi,Tamil Nadu,Audi,A4,Technology 35 Tfsi,"Rs. 45,07,000",1395 cc,BS IV,Petrol,Sedan,,,150PS@5000-6000rpm,250Nm@1500-3500,Digital,Digital,4.0
2403,4578,2021-03-16,1214,Tata Tigor Revotron Xz,Rajasthan,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2404,5349,2021-04-05,1214,Tata Tigor Revotron Xz,Maharashtra,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2405,3592,2021-09-12,1214,Tata Tigor Revotron Xz,Delhi,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2406,3316,2021-09-19,1214,Tata Tigor Revotron Xz,Tamil Nadu,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2407,3695,2021-10-06,1214,Tata Tigor Revotron Xz,Uttar Pradesh,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2408,5340,2021-11-06,1214,Tata Tigor Revotron Xz,West Bengal,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,BS 6,Petrol,Sedan,24.12 km/litre,23 km/litre,86PS@6000rpm,113Nm@3300rpm,Digital,Analog,4.0
2409,3046,2021-03-16,1025,Maruti Suzuki Celerio X Vxi Amt,Haryana,Maruti Suzuki,Celerio X,Vxi Amt,"Rs. 5,18,198",998 cc,BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,5.0
2410,3447,2021-04-07,1025,Maruti Suzuki Celerio X Vxi Amt,Tamil Nadu,Maruti Suzuki,Celerio X,Vxi Amt,"Rs. 5,18,198",998 cc,BS IV,Petrol,Hatchback,23 km/litre,22 km/litre,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,5.0
2411,3814,2021-03-17,1052,Toyota Etios Liva Gx,Andhra Pradesh,Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5.0
2412,3594,2021-12-08,1052,Toyota Etios Liva Gx,Delhi,Toyota,Etios Liva,Gx,"Rs. 5,58,400",1197 cc,BS IV,Petrol,Hatchback,15.1 km/litre,17.71 km/litre,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,5.0
2413,5104,2021-03-18,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Maharashtra,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2414,3765,2021-04-06,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Tamil Nadu,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2415,4809,2021-04-07,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Uttar Pradesh,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2416,3901,2021-04-15,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Maharashtra,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2417,4270,2021-06-09,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Delhi,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2418,4796,2021-07-19,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,West Bengal,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2419,2986,2021-09-09,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Tamil Nadu,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2420,3651,2021-10-02,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Assam,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2421,4911,2021-10-27,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Rajasthan,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2422,4675,2021-11-23,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Haryana,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2423,2894,2021-12-06,1435,Tata Safari Storme 2.2 Vx 4X2 Varicor 400,Delhi,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,"Rs. 14,79,574",2179 cc,BS IV,Diesel,SUV,10.8 km/litre,13 km/litre,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
2424,2823,2021-03-20,1246,Tata Nexon Xz Plus Diesel,West Bengal,Tata,Nexon,Xz Plus Diesel,"Rs. 11,00,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2425,4385,2021-04-17,1246,Tata Nexon Xz Plus Diesel,Haryana,Tata,Nexon,Xz Plus Diesel,"Rs. 11,00,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2426,4728,2021-09-02,1246,Tata Nexon Xz Plus Diesel,Madhya Pradesh,Tata,Nexon,Xz Plus Diesel,"Rs. 11,00,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2427,4255,2021-10-25,1246,Tata Nexon Xz Plus Diesel,Uttar Pradesh,Tata,Nexon,Xz Plus Diesel,"Rs. 11,00,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2428,4080,2021-12-05,1246,Tata Nexon Xz Plus Diesel,Madhya Pradesh,Tata,Nexon,Xz Plus Diesel,"Rs. 11,00,000",1497 cc,BS 6,Diesel,SUV,,,110PS@3750RPM,260Nm@1500-2750rpm,Analog,Analog,5.0
2429,3319,2021-03-20,1223,Tata Zest Xm Diesel,Tamil Nadu,Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,23 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,4.0
2430,3681,2021-07-29,1223,Tata Zest Xm Diesel,Maharashtra,Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,23 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,4.0
2431,3776,2021-09-09,1223,Tata Zest Xm Diesel,Andhra Pradesh,Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,23 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,4.0
2432,4231,2021-11-19,1223,Tata Zest Xm Diesel,Maharashtra,Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,BS IV,Diesel,Sedan,19.2 km/litre,23 km/litre,75PS@4000rpm,190Nm@1750-3000rpm,Digital,Analog,4.0
2433,4751,2021-03-21,1065,Hyundai Xcent Prime T,Maharashtra,Hyundai,Xcent Prime,T,"Rs. 5,36,859",1197 cc,BS IV,Petrol,Sedan,,,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,4.0
2434,5231,2021-07-22,1065,Hyundai Xcent Prime T,Delhi,Hyundai,Xcent Prime,T,"Rs. 5,36,859",1197 cc,BS IV,Petrol,Sedan,,,83PS@6000rpm,114Nm@6000rpm,Digital,Analog,4.0
2435,5401,2021-03-21,1104,Maruti Suzuki Dzire Zdi Plus,Haryana,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,BS IV,Diesel,Sedan,"28,4 km/litre",,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,4.0
2436,4590,2021-05-28,1104,Maruti Suzuki Dzire Zdi Plus,West Bengal,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,BS IV,Diesel,Sedan,"28,4 km/litre",,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,4.0
2437,3497,2021-08-05,1104,Maruti Suzuki Dzire Zdi Plus,Haryana,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,BS IV,Diesel,Sedan,"28,4 km/litre",,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,4.0
2438,4588,2021-08-22,1104,Maruti Suzuki Dzire Zdi Plus,Uttar Pradesh,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,BS IV,Diesel,Sedan,"28,4 km/litre",,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,4.0
2439,4840,2021-12-01,1104,Maruti Suzuki Dzire Zdi Plus,Haryana,Maruti Suzuki,Dzire,Zdi Plus,"Rs. 9,06,122",1248 cc,BS IV,Diesel,Sedan,"28,4 km/litre",,75PS@4000rpm,190Nm@2000rpm,Digital,Analog,4.0
2440,4654,2021-03-22,1295,Renault Lodgy Stepway Rxz 85Ps 8-Seater,Bihar,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",1461 cc,BS IV,Diesel,MUV,21.04 km/litre,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,4.0
2441,4946,2021-04-13,1295,Renault Lodgy Stepway Rxz 85Ps 8-Seater,Haryana,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",1461 cc,BS IV,Diesel,MUV,21.04 km/litre,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,4.0
2442,4546,2021-04-14,1295,Renault Lodgy Stepway Rxz 85Ps 8-Seater,Karnataka,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",1461 cc,BS IV,Diesel,MUV,21.04 km/litre,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,4.0
2443,4653,2021-05-08,1295,Renault Lodgy Stepway Rxz 85Ps 8-Seater,Haryana,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",1461 cc,BS IV,Diesel,MUV,21.04 km/litre,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,4.0
2444,5153,2021-10-02,1295,Renault Lodgy Stepway Rxz 85Ps 8-Seater,Rajasthan,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,"Rs. 11,30,099",1461 cc,BS IV,Diesel,MUV,21.04 km/litre,,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,4.0
